lexeme                CurrentNode                     lineno  tokenName               valueIfNumber  parentNodeSymbol                isLeaf  NodeSymbol
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
;                     TK_SEM                          36      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          stmts                           no     otherStmts
read                  TK_READ                         37      TK_READ                 ----          ioStmt                          yes    ----
----                  ioStmt                          ----    ----                    ----          stmt                            no     ioStmt
(                     TK_OP                           37      TK_OP                   ----          ioStmt                          yes    ----
d5cb34567             TK_ID                           37      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          ioStmt                          no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
)                     TK_CL                           37      TK_CL                   ----          ioStmt                          yes    ----
;                     TK_SEM                          37      TK_SEM                  ----          ioStmt                          yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
b5c6                  TK_ID                           38      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
.                     TK_DOT                          38      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
maths                 TK_FIELDID                      38      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     38      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
0.00                  TK_RNUM                         38      TK_RNUM                 0.00          var                             yes    ----
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
;                     TK_SEM                          38      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
b5c6                  TK_ID                           39      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
.                     TK_DOT                          39      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
physics               TK_FIELDID                      39      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     39      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
0.00                  TK_RNUM                         39      TK_RNUM                 0.00          var                             yes    ----
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
;                     TK_SEM                          39      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
b5c6                  TK_ID                           40      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
.                     TK_DOT                          40      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
chemistry             TK_FIELDID                      40      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     40      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
0.00                  TK_RNUM                         40      TK_RNUM                 0.00          var                             yes    ----
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
;                     TK_SEM                          40      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
while                 TK_WHILE                        41      TK_WHILE                ----          iterativeStmt                   yes    ----
----                  iterativeStmt                   ----    ----                    ----          stmt                            no     iterativeStmt
(                     TK_OP                           41      TK_OP                   ----          iterativeStmt                   yes    ----
b5                    TK_ID                           41      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          booleanExpression               no     var
----                  booleanExpression               ----    ----                    ----          iterativeStmt                   no     booleanExpression
<=                    TK_LE                           41      TK_LE                   ----          relationalOp                    yes    ----
----                  relationalOp                    ----    ----                    ----          booleanExpression               no     relationalOp
d5cb34567             TK_ID                           41      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          booleanExpression               no     var
)                     TK_CL                           41      TK_CL                   ----          iterativeStmt                   yes    ----
[                     TK_SQL                          42      TK_SQL                  ----          outputParameters                yes    ----
----                  outputParameters                ----    ----                    ----          funCallStmt                     no     outputParameters
d4                    TK_ID                           42      TK_ID                   ----          idList                          yes    ----
----                  idList                          ----    ----                    ----          outputParameters                no     idList
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          more_ids                        yes    ----
----                  more_ids                        ----    ----                    ----          idList                          no     more_ids
]                     TK_SQR                          42      TK_SQR                  ----          outputParameters                yes    ----
<---                  TK_ASSIGNOP                     42      TK_ASSIGNOP             ----          outputParameters                yes    ----
----                  funCallStmt                     ----    ----                    ----          stmt                            no     funCallStmt
call                  TK_CALL                         42      TK_CALL                 ----          funCallStmt                     yes    ----
_readMarks            TK_FUNID                        42      TK_FUNID                ----          funCallStmt                     yes    ----
with                  TK_WITH                         42      TK_WITH                 ----          funCallStmt                     yes    ----
parameters            TK_PARAMETERS                   42      TK_PARAMETERS           ----          funCallStmt                     yes    ----
[                     TK_SQL                          42      TK_SQL                  ----          inputParameters                 yes    ----
----                  inputParameters                 ----    ----                    ----          funCallStmt                     no     inputParameters
b5                    TK_ID                           42      TK_ID                   ----          idList                          yes    ----
----                  idList                          ----    ----                    ----          inputParameters                 no     idList
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          more_ids                        yes    ----
----                  more_ids                        ----    ----                    ----          idList                          no     more_ids
]                     TK_SQR                          42      TK_SQR                  ----          inputParameters                 yes    ----
;                     TK_SEM                          42      TK_SEM                  ----          funCallStmt                     yes    ----
----                  stmt                            ----    ----                    ----          iterativeStmt                   no     stmt
b5c6                  TK_ID                           43      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     43      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
b5c6                  TK_ID                           43      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
+                     TK_PLUS                         43      TK_PLUS                 ----          lowPrecedenceOp                 yes    ----
----                  lowPrecedenceOp                 ----    ----                    ----          expPrime                        no     lowPrecedenceOp
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
d4                    TK_ID                           43      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          expPrime                        no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          expPrime                        no     expPrime
;                     TK_SEM                          43      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          iterativeStmt                   no     otherStmts
b5                    TK_ID                           45      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     45      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
b5                    TK_ID                           45      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
+                     TK_PLUS                         45      TK_PLUS                 ----          lowPrecedenceOp                 yes    ----
----                  lowPrecedenceOp                 ----    ----                    ----          expPrime                        no     lowPrecedenceOp
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
1                     TK_NUM                          45      TK_NUM                  1             var                             yes    ----
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          expPrime                        no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
